customer_id,total_revenue,total_orders,total_items,first_purchase,last_purchase,avg_order_value,recency_days,r_score,f_score,m_score,rfm_score,segment
11007,17.29,2,17,2011-04-04 08:58:00,2011-07-08 09:10:00,8.64,155,3,2,1,6,At Risk
11008,90.97,3,43,2009-12-28 15:37:00,2011-06-17 07:13:00,30.32,176,3,3,3,9,Potential Loyalists
11010,100.39,2,39,2010-10-20 11:31:00,2011-06-21 08:02:00,50.2,172,3,2,3,8,Potential Loyalists
11011,21.59,2,7,2011-03-09 09:04:00,2011-06-28 09:09:00,10.8,165,3,2,1,6,At Risk
11012,14.280000000000001,1,6,2011-05-23 13:37:00,2011-05-23 13:37:00,14.28,201,3,1,1,5,At Risk
11013,130.34,3,39,2010-09-27 16:06:00,2011-05-05 13:52:00,43.45,219,2,3,3,8,Potential Loyalists
11014,155.3,3,63,2010-04-08 13:58:00,2011-11-15 11:44:00,51.77,25,5,3,4,12,Loyal Customers
11015,93.9,3,34,2010-12-20 12:27:00,2011-05-20 13:12:00,31.3,204,3,3,3,9,Potential Loyalists
11016,56.95,1,6,2010-04-05 18:48:00,2010-04-05 18:48:00,56.95,613,1,1,2,4,Lost
11017,49.4,2,30,2009-12-17 10:33:00,2010-11-18 10:07:00,24.7,387,1,2,2,5,At Risk
11018,209.38,5,69,2009-12-08 09:29:00,2011-11-04 09:43:00,41.88,36,5,5,4,14,Champions
11019,140.77,4,50,2010-03-30 11:24:00,2011-10-04 10:01:00,35.19,67,4,4,3,11,Loyal Customers
11020,102.2,2,17,2011-02-28 12:15:00,2011-04-15 07:03:00,51.1,239,2,2,3,7,Potential Loyalists
11021,486.13,6,195,2010-04-20 10:44:00,2011-11-07 13:40:00,81.02,33,5,5,5,15,Champions
11023,164.65,3,23,2010-09-14 05:38:00,2011-04-11 16:57:00,54.88,242,2,3,4,9,Potential Loyalists
11024,133.23000000000002,3,36,2010-03-11 10:08:00,2010-11-16 08:58:00,44.41,389,1,3,3,7,Potential Loyalists
11025,49.79,3,17,2011-06-29 12:20:00,2011-10-24 09:08:00,16.6,47,4,3,2,9,Potential Loyalists
11026,70.78999999999999,1,33,2011-04-26 14:58:00,2011-04-26 14:58:00,70.79,228,2,1,2,5,At Risk
11027,224.25,2,49,2010-10-27 15:34:00,2011-05-24 10:04:00,112.12,200,3,2,4,9,Potential Loyalists
11028,75.7,2,29,2010-02-15 08:08:00,2011-07-12 07:01:00,37.85,151,3,2,2,7,Potential Loyalists
11029,139.32,4,52,2010-04-19 13:40:00,2011-10-12 13:10:00,34.83,59,4,4,3,11,Loyal Customers
11030,290.45,2,128,2010-01-28 15:31:00,2011-08-23 10:25:00,145.22,109,3,2,5,10,Loyal Customers
11031,201.67999999999998,3,74,2010-11-24 05:09:00,2011-09-21 11:39:00,67.23,80,4,3,4,11,Loyal Customers
11032,196.11,6,80,2010-03-16 20:33:00,2011-03-07 09:49:00,32.68,278,2,5,4,11,Loyal Customers
11033,97.49,3,28,2010-11-05 11:52:00,2011-06-07 10:21:00,32.5,186,3,3,3,9,Potential Loyalists
11034,208.93,4,76,2010-04-02 09:33:00,2010-11-30 09:43:00,52.23,375,1,4,4,9,Potential Loyalists
11035,257.26,4,93,2010-03-24 09:54:00,2011-10-11 08:14:00,64.32,60,4,4,5,13,Champions
11036,131.92,4,44,2009-12-08 09:17:00,2011-11-09 16:16:00,32.98,30,5,4,3,12,Loyal Customers
11037,40.75,2,25,2011-06-27 12:27:00,2011-11-21 10:47:00,20.38,19,5,2,2,9,Potential Loyalists
11038,164.23000000000002,3,41,2010-12-29 14:50:00,2011-08-11 12:52:00,54.74,121,3,3,4,10,Loyal Customers
11039,82.21,3,28,2010-10-22 15:57:00,2011-09-14 11:27:00,27.4,87,4,3,3,10,Loyal Customers
11040,230.3,2,79,2010-06-18 08:54:00,2011-09-21 16:11:00,115.15,80,4,2,4,10,Loyal Customers
11041,43.43,3,25,2010-08-23 10:44:00,2010-11-23 11:45:00,14.48,382,1,3,2,6,At Risk
11042,46.510000000000005,3,14,2009-12-04 18:12:00,2010-11-01 10:48:00,15.5,404,1,3,2,6,At Risk
11043,29.07,2,9,2010-06-21 12:30:00,2010-06-22 17:50:00,14.54,535,1,2,1,4,Lost
11044,544.98,8,146,2010-03-22 13:03:00,2011-10-24 11:20:00,68.12,47,4,5,5,14,Champions
11045,143.2,2,21,2011-11-07 10:07:00,2011-11-21 10:59:00,71.6,19,5,2,4,11,Loyal Customers
11046,177.49,2,61,2010-03-11 13:43:00,2010-09-24 09:35:00,88.74,442,1,2,4,7,Potential Loyalists
11047,195.76,3,63,2010-08-06 15:12:00,2011-10-19 09:41:00,65.25,52,4,3,4,11,Loyal Customers
11048,128.73999999999998,2,19,2010-08-27 10:04:00,2011-04-26 11:37:00,64.37,228,2,2,3,7,Potential Loyalists
11049,43.98,2,14,2010-05-10 15:49:00,2011-12-07 09:03:00,21.99,3,5,2,2,9,Potential Loyalists
11050,291.07,3,110,2010-01-22 16:03:00,2011-11-29 15:17:00,97.02,11,5,3,5,13,Champions
11051,11.55,1,7,2009-12-17 15:56:00,2009-12-17 15:56:00,11.55,723,1,1,1,3,Lost
11052,126.65,2,31,2010-12-31 12:07:00,2011-05-17 15:34:00,63.32,207,2,2,3,7,Potential Loyalists
11053,70.66,3,34,2011-03-09 08:11:00,2011-11-11 10:23:00,23.55,29,5,3,2,10,Loyal Customers
11054,68.55,4,25,2010-06-02 13:06:00,2011-06-20 11:12:00,17.14,173,3,4,2,9,Potential Loyalists
11055,267.09000000000003,3,103,2010-06-07 12:42:00,2011-04-07 13:18:00,89.03,247,2,3,5,10,Loyal Customers
11056,28.59,2,7,2009-12-15 14:38:00,2011-03-03 15:04:00,14.3,282,2,2,1,5,At Risk
11057,279.38,4,99,2010-03-15 12:11:00,2011-08-10 10:19:00,69.84,122,3,4,5,12,Loyal Customers
11058,28.3,3,16,2010-08-30 07:14:00,2011-12-09 14:02:00,9.43,1,5,3,1,9,Potential Loyalists
11059,59.63,2,15,2010-09-09 11:13:00,2011-11-29 10:22:00,29.82,11,5,2,2,9,Potential Loyalists
11060,268.49,2,92,2010-04-30 13:44:00,2010-07-20 11:20:00,134.24,508,1,2,5,8,Potential Loyalists
11061,121.38,1,24,2011-09-26 15:22:00,2011-09-26 15:22:00,121.38,75,4,1,3,8,Potential Loyalists
11062,106.94,5,38,2010-02-09 14:39:00,2011-12-06 11:28:00,21.39,4,5,5,3,13,Champions
11063,297.26,4,74,2010-01-29 15:11:00,2011-07-28 12:19:00,74.32,135,3,4,5,12,Loyal Customers
11064,66.0,4,15,2010-02-18 09:24:00,2011-01-10 15:56:00,16.5,334,2,4,2,8,Potential Loyalists
11065,139.67,6,58,2010-01-13 14:10:00,2011-05-09 05:24:00,23.28,215,2,5,3,10,Loyal Customers
11066,332.87,5,61,2010-03-09 08:27:00,2011-11-11 11:37:00,66.57,29,5,5,5,15,Champions
11067,17.29,2,7,2010-12-07 15:22:00,2011-07-08 12:55:00,8.64,155,3,2,1,6,At Risk
11068,258.29,4,79,2009-12-31 12:21:00,2011-12-05 09:11:00,64.57,5,5,4,5,14,Champions
11069,190.47,2,17,2010-06-08 08:48:00,2010-12-03 14:12:00,95.24,372,1,2,4,7,Potential Loyalists
11070,122.83,4,66,2010-08-23 14:32:00,2011-08-04 15:54:00,30.71,128,3,4,3,10,Loyal Customers
11071,326.23,4,119,2009-12-03 10:40:00,2011-09-05 13:48:00,81.56,96,4,4,5,13,Champions
11072,81.35,3,26,2009-12-03 08:42:00,2011-04-01 17:45:00,27.12,252,2,3,3,8,Potential Loyalists
11073,240.87,3,75,2010-08-31 08:09:00,2010-11-09 16:36:00,80.29,395,1,3,4,8,Potential Loyalists
11074,176.79000000000002,5,46,2010-01-25 12:36:00,2011-10-24 12:19:00,35.36,47,4,5,4,13,Champions
11075,76.6,3,32,2010-11-03 13:59:00,2011-11-24 09:53:00,25.53,16,5,3,2,10,Loyal Customers
11076,221.22,5,41,2009-12-10 08:05:00,2011-10-04 11:56:00,44.24,67,4,5,4,13,Champions
11077,7.38,1,3,2011-07-07 11:37:00,2011-07-07 11:37:00,7.38,156,3,1,1,5,At Risk
11078,52.59,4,30,2010-05-27 14:20:00,2011-08-23 06:40:00,13.15,109,3,4,2,9,Potential Loyalists
11079,404.28000000000003,5,103,2010-09-06 09:02:00,2011-05-24 12:09:00,80.86,200,3,5,5,13,Champions
11080,379.7,3,144,2009-12-28 13:56:00,2010-10-14 11:58:00,126.57,422,1,3,5,9,Potential Loyalists
11081,247.67,4,106,2010-06-18 10:47:00,2011-08-16 14:42:00,61.92,116,3,4,4,11,Loyal Customers
11082,29.29,3,17,2010-04-13 10:15:00,2011-07-27 12:01:00,9.76,136,3,3,1,7,Potential Loyalists
11083,160.92,4,55,2010-06-23 08:15:00,2011-10-14 10:23:00,40.23,57,4,4,4,12,Loyal Customers
11084,66.12,3,24,2010-09-07 10:18:00,2010-10-23 09:00:00,22.04,413,1,3,2,6,At Risk
11085,44.63,2,23,2010-05-24 14:33:00,2011-05-20 08:55:00,22.32,204,3,2,2,7,Potential Loyalists
11087,361.25,4,57,2009-12-28 09:15:00,2011-02-15 14:30:00,90.31,298,2,4,5,11,Loyal Customers
11088,28.65,1,15,2010-08-10 08:53:00,2010-08-10 08:53:00,28.65,487,1,1,1,3,Lost
11089,360.86,4,114,2009-12-21 15:41:00,2011-11-16 16:04:00,90.22,24,5,4,5,14,Champions
11090,385.63,7,61,2009-12-28 14:41:00,2011-10-05 11:17:00,55.09,66,4,5,5,14,Champions
11091,82.33,2,31,2011-03-14 09:45:00,2011-04-04 14:05:00,41.16,250,2,2,3,7,Potential Loyalists
11092,15.7,2,4,2010-01-12 08:08:00,2010-10-21 12:20:00,7.85,415,1,2,1,4,Lost
11093,524.69,6,141,2010-03-08 07:16:00,2011-02-25 13:04:00,87.45,288,2,5,5,12,Loyal Customers
11094,290.59000000000003,4,87,2010-04-14 12:58:00,2011-04-05 12:07:00,72.65,249,2,4,5,11,Loyal Customers
11095,74.05,4,26,2010-07-23 08:12:00,2011-10-10 16:18:00,18.51,60,4,4,2,10,Loyal Customers
11096,857.48,6,193,2010-09-08 12:01:00,2011-12-08 12:37:00,142.91,2,5,5,5,15,Champions
11097,363.11,5,84,2010-07-09 08:56:00,2011-06-29 11:54:00,72.62,164,3,5,5,13,Champions
11098,48.32,2,27,2011-04-25 11:57:00,2011-09-06 11:14:00,24.16,95,4,2,2,8,Potential Loyalists
11099,42.07,3,9,2009-12-21 10:54:00,2010-12-28 12:00:00,14.02,347,2,3,2,7,Potential Loyalists
11100,216.60999999999999,2,72,2010-03-24 12:48:00,2011-10-19 09:44:00,108.3,52,4,2,4,10,Loyal Customers
11101,225.54999999999998,3,56,2010-09-06 09:21:00,2011-10-03 11:57:00,75.18,68,4,3,4,11,Loyal Customers
11102,255.37,5,81,2010-01-11 10:31:00,2011-11-23 15:32:00,51.07,17,5,5,5,15,Champions
11103,143.61,5,46,2010-01-19 08:40:00,2011-09-29 16:10:00,28.72,72,4,5,4,13,Champions
11104,20.44,3,12,2010-11-18 10:06:00,2011-11-10 08:51:00,6.81,30,5,3,1,9,Potential Loyalists
11105,22.14,1,9,2011-11-01 09:32:00,2011-11-01 09:32:00,22.14,39,4,1,1,6,At Risk
11106,229.85,1,30,2011-04-29 10:09:00,2011-04-29 10:09:00,229.85,225,2,1,4,7,Potential Loyalists
11107,317.61,5,85,2010-08-18 13:11:00,2011-11-21 07:24:00,63.52,19,5,5,5,15,Champions
11108,0.85,1,1,2010-02-05 14:25:00,2010-02-05 14:25:00,0.85,673,1,1,1,3,Lost
11109,36.5,3,20,2011-04-29 14:59:00,2011-08-11 15:56:00,12.17,121,3,3,2,8,Potential Loyalists
11110,18.0,1,1,2011-09-13 12:59:00,2011-09-13 12:59:00,18.0,88,4,1,1,6,At Risk
11111,303.06,7,70,2009-12-16 06:54:00,2011-11-08 09:20:00,43.29,32,5,5,5,15,Champions
11112,102.07000000000001,1,57,2010-02-15 14:05:00,2010-02-15 14:05:00,102.07,663,1,1,3,5,At Risk
11113,7.949999999999999,2,4,2010-06-24 12:00:00,2011-05-24 12:45:00,3.97,200,3,2,1,6,At Risk
11114,158.67,4,35,2010-03-08 16:00:00,2011-09-21 07:24:00,39.67,80,4,4,4,12,Loyal Customers
11115,40.95,2,21,2010-08-13 08:12:00,2010-12-29 08:27:00,20.48,346,2,2,2,6,At Risk
11116,2.1,1,1,2010-01-26 07:22:00,2010-01-26 07:22:00,2.1,683,1,1,1,3,Lost
11117,108.96,3,24,2010-04-07 09:30:00,2011-11-07 14:12:00,36.32,33,5,3,3,11,Loyal Customers
11118,27.0,2,14,2010-07-12 11:26:00,2010-09-10 10:37:00,13.5,456,1,2,1,4,Lost
11119,22.55,2,11,2010-10-27 12:36:00,2011-09-01 13:31:00,11.28,100,3,2,1,6,At Risk
11120,27.0,3,16,2010-05-07 11:17:00,2011-10-20 10:03:00,9.0,51,4,3,1,8,Potential Loyalists
11121,164.76,2,49,2010-09-29 12:18:00,2011-06-20 15:41:00,82.38,173,3,2,4,9,Potential Loyalists
11122,164.52,3,30,2010-06-18 07:20:00,2011-06-01 11:22:00,54.84,192,3,3,4,10,Loyal Customers
11123,27.52,3,14,2009-12-28 11:24:00,2011-05-02 12:40:00,9.17,222,2,3,1,6,At Risk
11124,37.46,3,12,2009-12-29 10:44:00,2011-11-10 12:30:00,12.49,30,5,3,2,10,Loyal Customers
11125,266.91,4,101,2010-02-22 11:20:00,2011-10-07 19:11:00,66.73,63,4,4,5,13,Champions
11126,202.57999999999998,3,46,2010-06-18 07:07:00,2011-03-31 12:35:00,67.53,254,2,3,4,9,Potential Loyalists
11127,265.81,6,80,2010-06-14 09:32:00,2011-11-24 16:32:00,44.3,15,5,5,5,15,Champions
11128,141.7,3,56,2010-08-13 08:27:00,2010-11-26 11:31:00,47.23,379,1,3,3,7,Potential Loyalists
11129,220.26,3,84,2010-03-25 17:54:00,2011-09-22 12:12:00,73.42,79,4,3,4,11,Loyal Customers
11130,16.44,1,7,2010-08-12 12:31:00,2010-08-12 12:31:00,16.44,485,1,1,1,3,Lost
11131,179.26,6,76,2010-01-20 09:54:00,2011-07-25 09:44:00,29.88,138,3,5,4,12,Loyal Customers
11132,46.0,4,30,2010-07-30 11:44:00,2011-09-15 12:13:00,11.5,86,4,4,2,10,Loyal Customers
11133,165.76,5,70,2009-12-15 09:55:00,2011-04-20 13:17:00,33.15,234,2,5,4,11,Loyal Customers
11134,37.35,2,6,2011-09-29 09:33:00,2011-11-18 16:41:00,18.68,21,5,2,2,9,Potential Loyalists
11135,34.65,2,15,2010-04-22 12:14:00,2010-04-29 08:33:00,17.32,590,1,2,2,5,At Risk
11136,130.15,3,47,2009-12-15 09:48:00,2011-11-04 17:51:00,43.38,35,5,3,3,11,Loyal Customers
11137,1.95,1,1,2011-02-16 09:57:00,2011-02-16 09:57:00,1.95,297,2,1,1,4,Lost
11138,148.78,3,71,2010-01-18 12:28:00,2010-11-03 08:40:00,49.59,402,1,3,4,8,Potential Loyalists
11139,58.480000000000004,2,17,2010-02-15 11:12:00,2011-09-27 13:03:00,29.24,74,4,2,2,8,Potential Loyalists
11140,401.76,4,102,2010-04-13 12:30:00,2011-11-09 09:56:00,100.44,31,5,4,5,14,Champions
11141,55.410000000000004,4,23,2010-12-17 09:32:00,2011-12-08 10:57:00,13.85,2,5,4,2,11,Loyal Customers
11142,50.17,5,23,2010-02-26 12:43:00,2011-08-05 09:21:00,10.03,127,3,5,2,10,Loyal Customers
11143,97.44,3,35,2009-12-01 08:15:00,2010-10-28 10:20:00,32.48,408,1,3,3,7,Potential Loyalists
11144,31.12,2,16,2010-03-19 10:46:00,2010-06-22 09:11:00,15.56,536,1,2,1,4,Lost
11145,383.42,7,96,2009-12-18 15:20:00,2011-12-07 16:04:00,54.77,3,5,5,5,15,Champions
11146,572.39,8,231,2009-12-24 12:50:00,2011-02-16 13:06:00,71.55,297,2,5,5,12,Loyal Customers
11148,63.47,5,31,2009-12-03 16:27:00,2011-09-08 13:48:00,12.69,93,4,5,2,11,Loyal Customers
11149,45.68,3,16,2010-05-28 13:09:00,2011-11-30 13:41:00,15.23,10,5,3,2,10,Loyal Customers
11150,228.57,5,84,2010-01-11 09:52:00,2011-10-14 14:08:00,45.71,57,4,5,4,13,Champions
11151,303.5,4,82,2010-03-08 11:15:00,2011-11-14 09:44:00,75.88,26,5,4,5,14,Champions
11152,14.48,1,6,2010-09-23 14:02:00,2010-09-23 14:02:00,14.48,443,1,1,1,3,Lost
11153,122.31,4,51,2010-11-29 08:46:00,2011-11-17 10:14:00,30.58,23,5,4,3,12,Loyal Customers
11154,138.23,3,45,2010-09-09 09:45:00,2011-07-07 16:04:00,46.08,156,3,3,3,9,Potential Loyalists
11155,50.72,2,28,2010-05-07 15:06:00,2011-08-05 11:52:00,25.36,127,3,2,2,7,Potential Loyalists
11156,18.15,2,11,2010-09-14 12:19:00,2011-02-02 11:26:00,9.07,311,2,2,1,5,At Risk
11157,251.39000000000001,4,71,2010-02-03 20:44:00,2010-11-22 08:28:00,62.85,383,1,4,5,10,Loyal Customers
11158,380.59,5,76,2010-05-14 13:51:00,2011-05-20 08:55:00,76.12,204,3,5,5,13,Champions
11159,49.92,5,19,2010-02-19 09:31:00,2010-12-31 16:19:00,9.98,343,2,5,2,9,Potential Loyalists
11160,197.16,4,43,2009-12-25 16:22:00,2011-08-22 12:52:00,49.29,110,3,4,4,11,Loyal Customers
11161,155.75,2,47,2010-07-16 13:57:00,2011-03-18 16:10:00,77.88,267,2,2,4,8,Potential Loyalists
11162,115.98,3,34,2010-05-04 08:02:00,2011-06-09 03:13:00,38.66,184,3,3,3,9,Potential Loyalists
11163,448.90999999999997,2,111,2010-06-10 07:47:00,2010-08-27 08:59:00,224.46,470,1,2,5,8,Potential Loyalists
11164,147.4,6,47,2009-12-31 12:36:00,2011-09-02 12:57:00,24.57,99,4,5,4,13,Champions
11165,76.68,3,29,2010-06-24 11:01:00,2010-12-24 11:57:00,25.56,351,2,3,2,7,Potential Loyalists
11166,28.65,2,7,2010-03-19 07:23:00,2011-03-03 14:09:00,14.32,282,2,2,1,5,At Risk
11167,21.9,2,9,2010-07-13 10:57:00,2011-11-16 08:33:00,10.95,24,5,2,1,8,Potential Loyalists
11168,125.97,4,64,2010-04-07 08:24:00,2011-11-25 13:54:00,31.49,15,5,4,3,12,Loyal Customers
11169,3.5999999999999996,2,2,2009-12-16 11:54:00,2011-03-28 11:20:00,1.8,257,2,2,1,5,At Risk
11170,7.7,1,14,2011-09-12 08:20:00,2011-09-12 08:20:00,7.7,89,4,1,1,6,At Risk
11172,3.5999999999999996,2,2,2010-12-03 11:13:00,2011-09-21 10:31:00,1.8,80,4,2,1,7,Potential Loyalists
11173,257.97,6,81,2009-12-11 13:36:00,2011-04-08 06:24:00,43.0,246,2,5,5,12,Loyal Customers
11174,91.44,2,35,2010-12-31 10:51:00,2011-05-20 12:52:00,45.72,204,3,2,3,8,Potential Loyalists
11175,412.35,3,93,2011-04-18 14:06:00,2011-10-26 15:44:00,137.45,45,4,3,5,12,Loyal Customers
11176,136.76,4,34,2010-07-16 12:05:00,2011-11-10 14:12:00,34.19,30,5,4,3,12,Loyal Customers
11177,61.74,3,20,2010-04-21 14:40:00,2011-05-11 11:34:00,20.58,213,2,3,2,7,Potential Loyalists
11178,449.55,1,39,2010-01-04 14:39:00,2010-01-04 14:39:00,449.55,705,1,1,5,7,Potential Loyalists
11179,42.45,1,7,2011-06-01 16:12:00,2011-06-01 16:12:00,42.45,191,3,1,2,6,At Risk
11180,61.89,1,19,2010-07-23 10:31:00,2010-07-23 10:31:00,61.89,505,1,1,2,4,Lost
11181,288.22,3,64,2010-09-21 10:05:00,2011-05-04 13:56:00,96.07,220,2,3,5,10,Loyal Customers
11182,126.73,4,53,2009-12-22 13:51:00,2011-05-09 11:56:00,31.68,215,2,4,3,9,Potential Loyalists
11184,7.0,2,4,2010-11-29 07:34:00,2011-03-01 12:18:00,3.5,284,2,2,1,5,At Risk
11185,149.1,5,31,2009-12-11 12:08:00,2010-12-14 12:10:00,29.82,361,2,5,4,11,Loyal Customers
11187,61.76,2,24,2010-02-23 15:13:00,2011-06-14 14:47:00,30.88,179,3,2,2,7,Potential Loyalists
11188,232.87,2,56,2010-02-16 06:38:00,2011-11-15 10:10:00,116.44,25,5,2,4,11,Loyal Customers
11189,32.550000000000004,2,13,2010-11-16 11:23:00,2011-06-21 12:20:00,16.28,172,3,2,1,6,At Risk
11190,71.31,3,27,2010-12-23 13:03:00,2011-01-05 10:15:00,23.77,339,2,3,2,7,Potential Loyalists
11191,277.35,2,19,2011-06-27 12:37:00,2011-10-28 13:51:00,138.68,43,4,2,5,11,Loyal Customers
11192,99.75,5,35,2010-03-16 13:49:00,2011-08-30 08:00:00,19.95,102,3,5,3,11,Loyal Customers
11193,97.46000000000001,2,38,2010-12-08 13:28:00,2011-07-07 06:37:00,48.73,156,3,2,3,8,Potential Loyalists
11194,166.47,3,58,2010-06-30 06:21:00,2011-05-30 14:08:00,55.49,194,3,3,4,10,Loyal Customers
11196,2.8,2,2,2009-12-15 13:08:00,2010-01-27 10:03:00,1.4,682,1,2,1,4,Lost
11197,1.65,1,1,2010-03-01 11:20:00,2010-03-01 11:20:00,1.65,649,1,1,1,3,Lost
11198,111.01,3,59,2010-04-06 10:55:00,2011-05-13 14:49:00,37.0,211,2,3,3,8,Potential Loyalists
11199,24.8,2,12,2009-12-14 11:16:00,2009-12-18 14:18:00,12.4,722,1,2,1,4,Lost
11200,285.9,5,98,2010-03-17 11:45:00,2011-09-21 21:17:00,57.18,79,4,5,5,14,Champions
11201,37.95,2,6,2010-07-14 13:27:00,2010-10-25 10:56:00,18.98,411,1,2,2,5,At Risk
11202,162.15,3,25,2010-05-18 08:38:00,2011-06-29 13:47:00,54.05,164,3,3,4,10,Loyal Customers
11203,221.24,6,58,2010-05-05 12:55:00,2011-10-13 18:46:00,36.87,57,4,5,4,13,Champions
11206,162.73,5,53,2010-07-13 08:25:00,2011-11-24 07:17:00,32.55,16,5,5,4,14,Champions
11207,24.84,3,6,2010-09-07 16:15:00,2011-06-28 09:49:00,8.28,165,3,3,1,7,Potential Loyalists
11208,78.74,2,21,2010-05-14 16:12:00,2010-10-01 11:57:00,39.37,435,1,2,2,5,At Risk
11209,314.81,4,112,2009-12-14 11:15:00,2011-08-02 14:56:00,78.7,130,3,4,5,12,Loyal Customers
11210,128.3,3,64,2010-07-06 08:39:00,2011-05-04 11:17:00,42.77,220,2,3,3,8,Potential Loyalists
11211,744.22,5,114,2010-03-31 07:16:00,2011-09-22 13:11:00,148.84,79,4,5,5,14,Champions
11212,450.28000000000003,7,126,2010-02-02 11:08:00,2011-11-15 10:53:00,64.33,25,5,5,5,15,Champions
11213,10.2,1,12,2010-03-12 11:30:00,2010-03-12 11:30:00,10.2,638,1,1,1,3,Lost
11215,127.36,5,49,2009-12-11 09:04:00,2011-11-30 10:18:00,25.47,10,5,5,3,13,Champions
11216,135.61,3,70,2010-11-08 12:55:00,2011-11-18 10:08:00,45.2,22,5,3,3,11,Loyal Customers
11217,267.34000000000003,4,88,2010-04-14 14:49:00,2011-07-22 08:15:00,66.84,141,3,4,5,12,Loyal Customers
11218,91.65,2,34,2011-04-01 13:03:00,2011-05-02 11:44:00,45.82,222,2,2,3,7,Potential Loyalists
11219,270.64,2,70,2010-11-17 13:00:00,2011-09-20 09:39:00,135.32,81,4,2,5,11,Loyal Customers
11220,86.75,3,39,2010-07-14 08:15:00,2011-09-22 17:41:00,28.92,78,4,3,3,10,Loyal Customers
11221,202.7,1,65,2011-01-26 13:20:00,2011-01-26 13:20:00,202.7,318,2,1,4,7,Potential Loyalists
11222,563.7,3,97,2010-07-27 12:41:00,2010-11-25 07:37:00,187.9,380,1,3,5,9,Potential Loyalists
11223,51.87,1,13,2010-09-21 09:34:00,2010-09-21 09:34:00,51.87,445,1,1,2,4,Lost
11224,265.5,3,58,2010-06-09 11:07:00,2010-12-22 12:58:00,88.5,353,2,3,5,10,Loyal Customers
11225,151.68,4,74,2010-01-04 09:09:00,2011-08-15 09:37:00,37.92,117,3,4,4,11,Loyal Customers
11226,145.78,5,50,2010-07-21 10:44:00,2011-11-28 13:17:00,29.16,12,5,5,4,14,Champions
11227,123.15,3,38,2011-02-16 07:26:00,2011-09-06 08:39:00,41.05,95,4,3,3,10,Loyal Customers
11228,64.8,1,32,2011-04-13 14:11:00,2011-04-13 14:11:00,64.8,241,2,1,2,5,At Risk
11229,244.43,3,62,2011-05-26 12:45:00,2011-07-07 11:41:00,81.48,156,3,3,4,10,Loyal Customers
11230,27.72,2,8,2011-01-25 09:00:00,2011-03-24 15:10:00,13.86,261,2,2,1,5,At Risk
11231,259.23,3,82,2009-12-15 14:21:00,2011-02-01 14:31:00,86.41,312,2,3,5,10,Loyal Customers
11233,4.95,1,1,2010-11-22 18:12:00,2010-11-22 18:12:00,4.95,382,1,1,1,3,Lost
11234,28.189999999999998,2,17,2009-12-25 13:22:00,2010-09-10 10:44:00,14.1,456,1,2,1,4,Lost
11236,539.51,7,115,2010-03-16 16:57:00,2011-05-11 10:57:00,77.07,213,2,5,5,12,Loyal Customers
11237,149.95,4,47,2011-06-01 13:00:00,2011-08-31 13:37:00,37.49,101,3,4,4,11,Loyal Customers
11238,194.34,4,58,2010-03-15 17:54:00,2011-05-26 11:08:00,48.58,198,3,4,4,11,Loyal Customers
11239,114.92,3,46,2010-03-10 16:35:00,2011-09-08 13:38:00,38.31,93,4,3,3,10,Loyal Customers
11240,344.03000000000003,3,106,2010-05-27 12:47:00,2011-07-01 08:46:00,114.68,162,3,3,5,11,Loyal Customers
11242,69.99000000000001,2,12,2010-03-29 13:24:00,2010-09-08 18:37:00,35.0,457,1,2,2,5,At Risk
11243,94.7,1,7,2011-08-18 08:18:00,2011-08-18 08:18:00,94.7,114,3,1,3,7,Potential Loyalists
11244,105.08,3,40,2010-12-09 10:09:00,2011-09-28 13:53:00,35.03,73,4,3,3,10,Loyal Customers
11245,19.4,3,12,2010-05-28 14:34:00,2010-08-27 06:30:00,6.47,470,1,3,1,5,At Risk
11246,325.83,3,100,2010-05-25 10:41:00,2011-10-28 13:51:00,108.61,43,4,3,5,12,Loyal Customers
11247,199.85,6,75,2010-10-15 18:57:00,2011-10-26 08:07:00,33.31,45,4,5,4,13,Champions
11248,193.79000000000002,5,91,2010-12-30 11:21:00,2011-11-02 12:05:00,38.76,38,4,5,4,13,Champions
11249,214.47,2,31,2010-08-27 09:52:00,2010-12-14 13:29:00,107.24,361,2,2,4,8,Potential Loyalists
11250,73.34,2,40,2009-12-29 17:17:00,2011-11-17 09:57:00,36.67,23,5,2,2,9,Potential Loyalists
11252,40.8,3,10,2009-12-01 09:23:00,2011-09-27 17:36:00,13.6,73,4,3,2,9,Potential Loyalists
11253,381.98,3,120,2010-08-25 10:05:00,2011-02-09 12:31:00,127.33,304,2,3,5,10,Loyal Customers
11254,400.95000000000005,4,25,2009-12-21 14:29:00,2010-11-26 15:36:00,100.24,379,1,4,5,10,Loyal Customers
11255,171.05,4,66,2010-03-17 14:07:00,2011-05-31 11:24:00,42.76,193,3,4,4,11,Loyal Customers
11256,31.16,2,12,2010-10-06 14:05:00,2010-11-30 14:24:00,15.58,375,1,2,1,4,Lost
11257,115.57,4,58,2010-12-07 12:14:00,2011-06-21 13:31:00,28.89,172,3,4,3,10,Loyal Customers
11258,76.98,2,22,2010-04-12 10:02:00,2011-06-29 11:33:00,38.49,164,3,2,2,7,Potential Loyalists
11259,157.62,5,44,2010-01-14 12:01:00,2011-11-21 14:44:00,31.52,19,5,5,4,14,Champions
